WEEK,MOVE1,MOVE2,MOVE3,MOVE4,MOVE5,MOVE6,MOVE7,NSALE1,NSALE2,NSALE3,NSALE4,NSALE5,NSALE6,NSALE7,LPRICE1,LPRICE2,LPRICE3,LPRICE4,LPRICE5,LPRICE6,LPRICE7,LWHPRIC1,LWHPRIC2,LWHPRIC3,LWHPRIC4,LWHPRIC5,LWHPRIC6,LWHPRIC7,FULLCUST
90,12124,7439,3265,14356,2293,922,7145,0,0.1464607849,1,0,0,0,0,-0.106504775,-0.178695562,0.5012007077,-0.233933265,0.408636995,1.2262806062,-0.220150156,-0.504161346,-0.519554589,0.1684169987,-0.612524321,0.1204212833,1.0082966146,-0.542752758,2118256
91,12583,6269,2259,9146,2473,886,10271,0,0,0,0,0,0,0,-0.266940249,-0.181094892,0.5733731959,-0.235831692,0.4086031943,1.2261869646,-0.391255049,-0.504169212,-0.519435679,0.1983493472,-0.61252329,0.1204212696,1.008296566,-0.55794012,2059015
92,19913,7046,2373,9995,3702,954,9715,0.7677022584,0,0,0,1,0,0,-0.265113882,-0.177208098,0.5738218586,-0.186785641,0.3139797477,1.2265878294,-0.38620198,-0.504169234,-0.519420818,0.1980794311,-0.612492447,0.1204722851,1.0082965848,-0.555875383,1998690
93,34075,6775,2364,19905,4506,893,5939,0,0,0,0.1757364643,0.7795891471,0,0,-0.44742962,-0.192455492,0.5735917328,-0.286336454,0.3138968094,1.2260776464,-0.389064095,-0.549206214,-0.520855678,0.1979791179,-0.612447988,0.120476405,1.0083278438,-0.56040009,2013834
94,37151,8705,2668,8510,4174,984,5166,0.1807876932,0.1471928655,0,0.7645747181,0.7803988994,0,0,-0.442336328,-0.259722199,0.5738218586,-0.283554354,0.3139797477,1.2263861968,-0.38620198,-0.551310812,-0.524844903,0.2012043722,-0.612447161,0.1191115429,1.0083277384,-0.571479327,2139472
95,21247,6149,2223,4722,2818,851,10093,0.7695196435,0.1137951615,0,0,0,0,0,-0.432988192,-0.257671846,0.5741023697,-0.18726118,0.314273616,1.2263830211,-0.421931522,-0.547488625,-0.524802974,0.2156379771,-0.612474504,0.0979156033,1.0083284786,-0.588901737,1949677
96,15959,4660,2359,7891,2747,888,18537,0,0,0,0.1779945109,0,0,0.7653375414,-0.268147501,-0.183953258,0.5729432358,-0.195986103,0.4082657001,1.2259582408,-0.635116361,-0.535624373,-0.524914065,0.2765375879,-0.612477899,0.01291528,1.0083285357,-0.733178777,2032719
97,15681,4896,2343,20435,2788,968,14355,0,0,0,0.5837107306,0,0,0.2637413123,-0.27593714,-0.183803626,0.5721655171,-0.285949273,0.4071550961,1.2230860946,-0.627041754,-0.5351297,-0.524841467,0.2765384992,-0.612448036,0.0129153056,1.0083262737,-0.717349771,1980400
98,21899,4688,1847,9100,2480,893,10259,0,0,0,0.1786012839,0,0,0,-0.269725724,-0.183803626,0.5721655171,-0.283052195,0.4180451184,1.2232191947,-0.391173597,-0.529637,-0.524843299,0.2848254091,-0.589120713,0.0129359934,1.0083264745,-0.569891519,2096034
99,14870,10158,2031,8258,2637,942,16582,0.1798553408,0,0,0,0,0,0,-0.270146534,-0.214690913,0.5761028349,-0.246036481,0.4191488616,1.2226224485,-0.44293687,-0.516524705,-0.524922979,0.3371842308,-0.437254193,0.0129361067,1.0083273948,-0.564001112,2105895
100,8736,37357,2027,5984,2696,934,8299,0,0.7516308746,0,0.7645747181,0,0,0.0054203664,-0.254971557,-0.371063681,0.5773486248,-0.245070034,0.4204904439,1.2230614189,-0.44095438,-0.550100531,-0.525136554,0.3358327285,-0.436636344,0.0129362445,1.0069270034,-0.562853865,1962490
101,9509,20249,2264,6591,2505,1020,7972,0,0.6247373525,0,0.5795784625,0,0,0,-0.187088808,-0.371047869,0.5694785353,-0.241898079,0.4186187472,1.2169634532,-0.382164381,-0.598267367,-0.524846565,0.2944515882,-0.436653393,0.0129402286,0.9570522492,-0.569113902,1962608
102,10213,22903,3053,6396,2761,1320,8387,0.1801682421,0.1130337505,0.1793945477,0,0,0.7366258698,0,-0.186736738,-0.361573709,0.5030607098,-0.17343404,0.4125042295,1.1753346556,-0.382367753,-0.601650989,-0.526792492,0.2946317758,-0.436684372,0.0129223494,0.957065516,-0.569236883,2054413
103,8714,53630,2733,5303,2758,1224,6822,0,0.7448080754,0,0,0,0.7413568284,0,-0.178653317,-0.371063681,0.5062282506,-0.169078773,0.4141405443,1.1766551298,-0.378780828,-0.597812194,-0.530717546,0.295662543,-0.436810265,0.012922424,0.9570627173,-0.570275749,2020983
104,164300,7434,3404,3492,2332,1090,4158,0.583556985,0.7404271821,0.7665131199,0,0,0,0,-0.376196936,-0.364329449,0.4973885617,-0.185393747,0.4131320955,1.1766554019,-0.21334311,-0.580362912,-0.545707319,0.2790277475,-0.47536886,0.0129222307,0.9555563399,-0.572739481,2005664
105,16670,4409,9038,6958,2171,1106,9281,0,0,0.7718909756,0,0,0.7436018504,0,-0.195646689,-0.184855561,0.4054651081,-0.241950273,0.411666741,1.1755692003,-0.218937974,-0.566189353,-0.552597614,0.1180030381,-0.597904035,0.0129208723,0.9309869625,-0.580440967,2042842
106,35180,5038,3616,6055,2299,908,8211,0.6210819246,0.0120122758,0.5976234551,0,0,0.5707776484,0,-0.296992933,-0.217435652,0.4203235805,-0.259791243,0.412100622,1.180635538,-0.249213375,-0.566190053,-0.55987516,0.118612604,-0.610527856,0.0129439368,0.9305918401,-0.572692414,2039104
107,10692,9835,2388,17540,2560,773,7957,0,0.7412046413,0,0.8658657171,0,0,0,-0.181528138,-0.298719367,0.5751490786,-0.317008326,0.4125848909,1.2233262337,-0.247266507,-0.566188347,-0.560114473,0.2208852158,-0.611733221,0.0129434809,0.9240219948,-0.560500785,1895518
108,10345,9739,2146,8784,2443,822,8250,0,0.8606991424,0,0.7338426401,0,0,0,-0.183165659,-0.299184995,0.5756646378,-0.3128518,0.4128820646,1.224079324,-0.249269393,-0.566197372,-0.560285505,0.284037657,-0.613331461,0.0129449255,0.9147439351,-0.570091005,1981458
109,10295,11800,3117,5809,2702,778,8845,0,0.8650732403,0.0194797022,0,0.017342199,0,0.0409850876,-0.186776378,-0.320977723,0.5363246981,-0.241637715,0.4093709705,1.2287870906,-0.204526245,-0.566192629,-0.560420698,0.2839999171,-0.613326141,0.0129425833,0.914731633,-0.582960241,1935371
110,25115,14745,4663,5352,2957,791,13347,0.0046187572,0.4790567555,0.5243435132,0,0,0,0.2642369404,-0.237271359,-0.387620921,0.4054651081,-0.245878254,0.3957623081,1.2285848986,-0.213131984,-0.570768492,-0.560498706,0.2837334838,-0.613234508,0.0129241015,0.9147317928,-0.590623146,2178004
111,44756,10927,4232,4439,3896,712,6522,0.9264024255,0.8867003054,0.8498321839,0,0.9660671982,0,0.2590625139,-0.376675936,-0.38792119,0.4054651081,-0.248823487,0.3182915154,1.2280263883,-0.212242689,-0.5662032,-0.560218163,0.2752081473,-0.614565843,0.0129569936,0.9147307174,-0.610629916,2140019
112,18188,14772,4218,4769,3132,757,5979,0.9274716327,0.4501529301,0.3903537713,0,0.9664057924,0.0228210468,0,-0.363324454,-0.388610743,0.4054651081,-0.245878254,0.3239226719,1.2208187539,-0.193876084,-0.5661977,-0.557298939,0.2296188853,-0.623045794,0.0129646875,0.9147197827,-0.61072314,1877713
113,6643,95777,3870,4530,2485,844,4381,0,0.9809795266,0.980461333,0.0067179283,0.0177054708,0.9431653821,0.0059819157,-0.186084495,-0.529262893,0.4057154768,-0.265083015,0.3901752965,1.1902878695,-0.207990342,-0.566154913,-0.556587984,0.1513083851,-0.636311733,0.012925933,0.9147067192,-0.610663572,2006472
114,12944,4020,3008,15350,3562,785,9693,0.0046641161,0,0.9577751995,0.8473838835,0.9792961181,0.9114528641,0.4265602143,-0.221414051,-0.187742151,0.4195531852,-0.319630736,0.3171228459,1.1945262227,-0.220694542,-0.564920637,-0.553137317,0.1512965812,-0.636304076,0.0129560055,0.9147024551,-0.610853985,1990230
115,25603,3313,1619,6746,3474,780,8578,0.483488868,0,0,0.8460660241,0.9796640213,0,0.8384941787,-0.376624176,-0.187208206,0.5769502947,-0.313751129,0.3182324838,1.2290031463,-0.222156342,-0.563216757,-0.554763212,0.1514192445,-0.636303754,0.0129572878,0.9147323709,-0.610820158,2431995
116,19535,5023,1318,3999,1971,553,5754,0.4811685622,0.005526991,0,0,0.9625611482,0,0.2565493652,-0.376566515,-0.22796305,0.5759867764,-0.24558185,0.3275362194,1.2277087164,-0.213971407,-0.563220726,-0.54835966,0.1513274807,-0.63631687,0.0129669413,0.9150201123,-0.610692439,1715724
117,22847,19859,1991,4806,2353,830,6214,0.4811685622,0.4088048737,0.0239223504,0.441346042,0.0172581012,0.0351028056,0.5843173539,-0.376566515,-0.299053359,0.5610287877,-0.24558185,0.3925433871,1.2155089626,-0.194410382,-0.563220726,-0.533649168,0.1513013146,-0.636300873,0.0129230525,0.9200000361,-0.610654251,1970439
118,21886,7536,2241,8305,3249,949,5702,0.93209039,0.7730527893,0.9468419534,0,0.9835561101,0.9395913597,0.0049743172,-0.376464737,-0.293284749,0.4973133081,-0.301546463,0.3172473855,1.1605957546,-0.190512075,-0.563215472,-0.528725013,0.1512756872,-0.63629727,0.0129557112,0.9337465204,-0.610177697,2002062
119,13582,2796,1671,11027,2488,803,4631,0.4648989605,0,0.8159317173,0.4141581128,0.9831730078,0.3692749094,0,-0.368777043,-0.185986324,0.4954445278,-0.428026638,0.3164534524,1.1615550161,-0.18915457,-0.563193953,-0.528665378,0.1511474018,-0.636362672,0.0129561269,0.9335263952,-0.566978048,2160359
120,12085,3954,2182,13866,2471,741,6160,0.0046187572,0,0.9465498014,0.2976457943,0.9664057924,0.911506431,0,-0.207610987,-0.182739898,0.4970023944,-0.428070986,0.3317892061,1.1735274981,-0.190512075,-0.563158533,-0.528709532,0.1513146465,-0.640787179,0.0129625957,0.9296240535,-0.565309462,1980543
121,35222,5891,3504,17622,2699,843,7601,0.4470542375,0,0.4941325871,0.3011000279,0,0,0.4224497928,-0.263701551,-0.184688564,0.4967256215,-0.428039514,0.4119885235,1.2279911065,-0.192028168,-0.563168806,-0.533685911,0.151292115,-0.646759797,0.0129457664,0.9230792141,-0.565035759,2011829
122,14006,55342,3134,13157,2578,862,7170,0.8933209839,0.3347154816,0.9451679153,0.862058579,0,0,0,-0.25838695,-0.261501749,0.4955317649,-0.427994013,0.4109470682,1.227007085,-0.194613675,-0.563163816,-0.537972106,0.1513415573,-0.646758629,0.0129470056,0.9230787325,-0.564102929,1864750
123,10061,33826,3364,11556,2747,822,30295,0,0.861002137,0.3561962046,0.4248515341,0,0,0.1378283697,-0.178162966,-0.258028525,0.4978187993,-0.42826212,0.4125848909,1.2289673326,-0.203914608,-0.561299943,-0.52829424,0.1522344821,-0.646876759,0.0129450569,0.9230798069,-0.563749584,1965707
124,10958,8597,2978,16377,2352,961,6366,0,0,0.9295515479,0.3012851448,0,0,0,-0.177255688,-0.180840391,0.5063663362,-0.426465054,0.4133006961,1.2293711416,-0.187558727,-0.550156768,-0.527364722,0.1685934737,-0.652291382,0.0129435791,0.923150623,-0.583986275,2041411
125,9815,5922,2135,17895,1417,842,6103,0,0,0,0.8109221616,0,0,0,-0.177556791,-0.180933223,0.5765681387,-0.407165744,0.4093785202,1.228480046,-0.188592381,-0.572733405,-0.527393487,0.1989698814,-0.67989605,0.0129426901,0.923747098,-0.606808813,1895580
126,8681,4981,1924,15972,859,933,5793,0,0,0,0.3564549454,0.0363260232,0,0,-0.178798946,-0.182941027,0.5757732625,-0.407668763,0.3891746345,1.2275755971,-0.18661316,-0.677628247,-0.52733871,0.2090982366,-0.681135321,0.0171137533,0.927875311,-0.545557065,1996714
127,11098,4819,2537,42231,3224,1061,7128,0,0,0.0350439918,0.9350123587,0.3361938798,0.0311881962,0,-0.183660508,-0.180699352,0.5676237841,-0.42053302,0.3513591002,1.226870613,-0.188676183,-0.677828497,-0.527286948,0.2274109895,-0.712250784,0.0825469816,0.9341932036,-0.545656572,2202714
128,44930,4035,2858,25970,4125,1049,6505,0.1129678849,0,0.9811630976,0.0113961482,0.3519101868,0.9751838875,0.0004235383,-0.202393408,-0.182108068,0.5144394468,-0.266433937,0.3511907215,1.2175975768,-0.193437914,-0.689632522,-0.527613846,0.2274964494,-0.703658619,0.0826148185,0.9341618484,-0.550494466,1957184
129,8189,4066,3962,268543,4659,1077,14377,0.5784433055,0,0.5055892808,0,0.9514279928,0.37464569,0.028635211,-0.200051249,-0.184340294,0.5180052132,-0.551504931,0.3509302709,1.2166821781,-0.364895621,-0.698475446,-0.540599639,0.2274866647,-0.985809932,0.0839398155,0.9341609763,-0.800413676,1980994
130,9399,25144,2691,14167,4591,990,148541,0.0275236665,0.1045581357,0.0294214691,0,0.9514279928,0.0348180278,0.4043419565,-0.180556074,-0.197460133,0.5648143794,-0.272799336,0.3509302709,1.2256295812,-0.426755257,-0.671968153,-0.621766647,0.2276231882,-0.709318919,0.0993385392,0.9341905063,-1.045580612,2099286
131,25698,413552,2876,32599,3768,989,29814,0.0384686534,0.9638026458,0.3709568787,0.0225010129,0.9514279928,0.9753166005,0.4047654948,-0.324803092,-0.932983162,0.4951996746,-0.422074638,0.3509302709,1.2159773691,-0.39899778,-0.667590832,-1.305906047,0.2275397701,-0.748111179,0.0998799431,0.9341636232,-0.924894701,1996128
132,84595,3197,2926,44921,3294,1161,10507,0.8539427721,0,0.8213749423,0.9857694064,0.9500464647,0.9745263728,0.3990664639,-0.693147181,-0.200448329,0.4965232737,-0.69652328,0.3517507563,1.2055595198,-0.321063124,-0.732521832,-0.67034321,0.2275664155,-0.702807885,0.0998782506,0.934175271,-0.762528782,1998538
133,24509,3452,3371,49987,3504,1571,3808,0.9793996954,0,0.8218023049,0.9742120501,0.3600153047,0.4232454682,0,-0.661993671,-0.19302943,0.4992554957,-0.693147181,0.345370693,1.0952733874,-0.194871711,-0.704119392,-0.670520783,0.2276698213,-0.707905496,0.1017040847,0.9340221916,-0.761131059,2039246
134,8090,3391,2733,22952,3913,1661,6656,0.5705978098,0,0,0.9745866321,0.9837318833,0.975218694,0,-0.178294013,-0.189814886,0.5755591483,-0.663346584,0.3139330991,1.0952733874,-0.193924958,-0.655230986,-0.669999473,0.2294242704,-0.729281391,0.1155963617,0.9338525455,-0.760819202,1896259
135,8856,6508,2857,7734,3754,1679,7775,0.440256259,0,0.0082000092,0,0.398972995,0.9751331535,0,-0.179481091,-0.251822868,0.5671850424,-0.248847266,0.3185124987,1.0952733874,-0.195221513,-0.655226864,-0.665385864,0.2322057207,-0.634031417,0.1354253036,0.9333948352,-0.760382814,2123087
136,7424,14588,3014,5087,2326,1310,7736,0.4433754921,0.9517716589,0.5264857608,0,0,0.4186531133,0.5794210766,-0.178604491,-0.434924383,0.5140706853,-0.24722935,0.4115439825,1.0988910136,-0.237940884,-0.655232169,-0.665702075,0.2322146541,-0.657055804,0.1354501284,0.9347162943,-0.760826206,2163787
137,8514,11723,2953,4353,2291,769,16132,0.4433754921,0.5061841485,0.549377578,0,0,0,0.9055274773,-0.188724697,-0.435075031,0.5140706853,-0.265821175,0.4115439825,1.2272623729,-0.260630678,-0.655232585,-0.665947052,0.2359663619,-0.617298802,0.1503483941,1.0054880784,-0.76132823,1885096
138,12819,12408,3246,6061,2039,925,10150,0,0.8810552219,0.4266200741,0,0,0,0.332263157,-0.274654859,-0.432310835,0.5140706853,-0.334273645,0.4111427967,1.2274939521,-0.254409187,-0.655247637,-0.665568683,0.2356530519,-0.68502311,0.1789990925,0.9854597181,-0.760829243,1974981
139,21956,3942,3185,7472,1776,979,4858,0.4119835476,0,1,0.0017513248,0,0.0096053238,0,-0.423327714,-0.211558797,0.5145876433,-0.355935482,0.4124584191,1.2189673748,-0.196447012,-0.655257414,-0.666374131,0.2357407456,-0.644314186,0.1790001188,0.9854831212,-0.759970341,2099150
140,20784,7625,3231,13155,2207,1484,4784,0.9724763335,0.9985596103,1,0.4237735176,0,0.4449650732,0,-0.423399308,-0.298858221,0.5140706853,-0.440693814,0.4115439825,1.1667134929,-0.193924958,-0.655260587,-0.665665254,0.23576898,-0.64434119,0.1789989805,0.9790009898,-0.760819202,2289219
141,18494,6906,2031,10882,2010,1333,4142,0.9724763335,0.5375517317,0.5583877994,0.9737868628,0,1,0,-0.423399308,-0.298858221,0.5140706853,-0.440693814,0.4115439825,1.1669500164,-0.193924958,-0.655260587,-0.665618083,0.2371288446,-0.64434119,0.1789989805,0.9333585461,-0.760819202,2157535
142,20511,6253,2871,12801,3448,1456,6137,0.9665763094,0.9988859342,1,0.5554079777,0,1,0.009941197,-0.422166215,-0.296106005,0.5142715805,-0.440051515,0.387318131,1.1669086833,-0.217818394,-0.655270391,-0.665834716,0.2402179158,-0.644339719,0.1686040767,0.9333596609,-0.703126161,2329793
143,15812,5100,2721,12152,4855,1274,11001,0.9664980493,0.1122377476,1,0.5538814898,0.4247849137,1,0.3493112738,-0.416895529,-0.206682415,0.5147975433,-0.439956737,0.2546422184,1.1718968828,-0.231664792,-0.655250592,-0.665663217,0.2402580674,-0.644339823,0.1171626843,0.9333693289,-0.66932316,2040367
144,9071,9687,2749,13639,5370,987,9618,0,1,0.4537137731,0.4282843359,0.4331150964,0,0.3396930069,-0.239651855,-0.299583339,0.5115421589,-0.4411363,0.2546422184,1.2236986912,-0.22698965,-0.655246716,-0.665753885,0.2402499236,-0.644341472,0.0334966697,0.933352873,-0.672936304,2021769
145,7851,7431,2553,10736,4973,810,7537,0,0.9198094349,0.4614098293,0.8542151301,0.4466914005,0,0.3571051972,-0.239568439,-0.296095795,0.5137948058,-0.440304401,0.2546422184,1.2265452409,-0.246635647,-0.655231111,-0.665806182,0.2402528795,-0.644338628,0.0334966697,0.9334062433,-0.666632585,2129384
146,18625,5263,2538,9167,5419,939,8010,0.4136588948,0.9149649451,1,0.9692097481,0.4193917854,0,0.3417605671,-0.300519589,-0.293917841,0.5138409921,-0.435071123,0.2546422184,1.2274291037,-0.266311899,-0.655241852,-0.665733627,0.2405928993,-0.644338359,0.0334966697,0.9671364848,-0.704508253,2054689
147,12982,3879,1760,9349,4668,881,8989,0.5357477608,0.0382351239,0,0.0120563354,0.4303103864,0,0.3386468936,-0.29643308,-0.185478769,0.5741837063,-0.358755162,0.2602595575,1.226173989,-0.264384165,-0.655242933,-0.665345698,0.2407052899,-0.644318852,0.0334970487,1.0080463628,-0.705150414,2214358
148,8999,3647,1804,13584,2526,906,8367,0,0.0298693173,0,0.4461634231,0,0,0.3444540545,-0.238113583,-0.18369687,0.5744579848,-0.440422416,0.4116318403,1.2260962597,-0.267923106,-0.655241175,-0.665562772,0.2372924379,-0.644339114,0.0334657776,1.0046863321,-0.703714177,2027718
149,9723,3741,1829,13246,2574,842,8427,0,0.4803630243,0,0.8534684189,0,0,0.3378919831,-0.238071788,-0.180418079,0.5754514706,-0.451917516,0.4117138768,1.2279559321,-0.263968466,-0.655233174,-0.665569522,0.2373006434,-0.644346062,0.0334675438,1.0046867667,-0.70559993,1980912
150,9753,3908,1735,13862,2514,797,8119,0,0.4805523315,0,0.5762421563,0,0,0.3364749669,-0.23844869,-0.183200375,0.577068258,-0.523039126,0.4120939163,1.2291172574,-0.263150125,-0.655240772,-0.658922161,0.2373066276,-0.63974648,0.0334678635,1.0046870296,-0.705175775,2072139
151,24560,4005,1878,11116,2398,851,7115,0.9707407153,0.0265584213,0,1,0,0,0.3371664446,-0.410545541,-0.198769894,0.5764840334,-0.523047945,0.4120269171,1.2288020079,-0.263563758,-0.650268242,-0.561805659,0.241342313,-0.639755181,0.0334678008,1.0048088335,-0.705535787,1940679
152,12650,32121,2375,9542,2510,940,6528,0.9711842176,1,0,0.4499866547,0,0,0.332263157,-0.390081495,-0.415867527,0.5758941164,-0.523172738,0.4116525295,1.2284817462,-0.260630678,-0.650181125,-0.602698304,0.2691610951,-0.639699749,0.0334670698,1.0065204731,-0.706986095,2008268
153,8522,6931,2876,12622,2103,1044,7481,0,0.0040354259,0,0.4570638856,0,0,0.3382710664,-0.243196646,-0.227345771,0.5763035354,-0.523050976,0.4118221901,1.2287765022,-0.264347043,-0.655249626,-0.611333368,0.2691441117,-0.639758172,0.0334681486,1.006589511,-0.705113401,2070750
154,8076,5828,3258,13092,2381,1059,7532,0,0.089872373,0,1,0,0,0.332263157,-0.218051851,-0.228119832,0.5758941164,-0.522991252,0.4115439825,1.2274573851,-0.260630678,-0.658684131,-0.611565754,0.2695124914,-0.639699243,0.033467349,1.0072519217,-0.707511088,1979990
155,10483,5181,3224,14011,2540,1213,7605,0.1259551256,0.0040137014,0,1,0,0,0.335711899,-0.218544195,-0.227585582,0.5758944078,-0.523030835,0.411798984,1.2278058663,-0.252598051,-0.685372784,-0.609350388,0.2692539513,-0.639738299,0.0334675876,1.0072520108,-0.686981594,1977040
156,7944,4140,2399,18669,2407,1014,4962,0.436852311,0.0039776818,0,0.4577208683,0,0,0,-0.219596449,-0.227705636,0.5754397712,-0.52305652,0.4117923382,1.227153243,-0.197063932,-0.687296272,-0.609348806,0.2653463689,-0.639763642,0.033470981,1.0075931942,-0.674350558,2009671
157,7212,28923,2600,8979,2638,849,4169,0,0.4781513086,0.012805468,0.8851813934,0,0,0,-0.220455728,-0.523184691,0.5668522543,-0.501967399,0.4119742777,1.2281145259,-0.200846536,-0.699482876,-0.605512461,0.2608840982,-0.645409691,0.0334687228,1.0080668787,-0.670328095,1915946
158,106377,8213,3307,3021,2484,902,1955,1,0.5476435214,1,0.4346509069,0,0,0,-0.529343351,-0.5230866,0.5222164418,-0.335660881,0.4115943804,1.2273371448,-0.197679286,-0.699190062,-0.607610724,0.2608528284,-0.727282638,0.0334683583,1.0083449212,-0.67383942,1996239
159,9538,12285,2572,6878,2284,876,4931,0.0119096954,0.9153377835,0.997574458,0,0,0,0,-0.218150354,-0.50251746,0.5232973134,-0.337710225,0.4110411363,1.2269902011,-0.197213535,-0.696009428,-0.607606452,0.2608586449,-0.727258729,0.0334685481,1.0083448949,-0.674205686,2060895
160,9218,4029,1261,18817,2373,1052,4483,0,0,0,0.5748995564,0,0,0.3301352295,-0.222306542,-0.226879987,0.5746675184,-0.523025335,0.4106054816,1.2273412065,-0.196062138,-0.699682375,-0.612198793,0.260868968,-0.722651709,0.0334685398,1.0083447523,-0.675320671,2111009
161,6232,65511,977,5275,2236,997,2971,0,1,0,0.4203031382,0,0,0,-0.218989456,-0.527632742,0.5744839917,-0.337648398,0.4104609666,1.2269401624,-0.196062138,-0.710639197,-0.612173166,0.2792558452,-0.727263389,0.0334684337,1.0083442599,-0.675769223,2000339
162,8444,5669,2094,6705,2601,1055,19179,0,0,0,0,0,0,0.3301352295,-0.218185278,-0.228436241,0.5745338789,-0.337648398,0.4106054816,1.2267747178,-0.262340651,-0.710645782,-0.61212402,0.3279226861,-0.726723059,0.0334685398,1.0083445432,-0.706758347,2207720
163,8140,5448,1964,9777,2754,1141,6980,0,0.3846237382,0,0.4215274623,0,0,0,-0.21803813,-0.227568601,0.5748054909,-0.337340865,0.4108715118,1.2274771574,-0.197225413,-0.711321444,-0.612119344,0.2809283578,-0.714247852,0.0676486686,1.0083455923,-0.62236595,2087015
164,47760,3746,1815,5464,2634,1139,3826,1,0.8349226696,0,0.1197224718,0,0,0,-0.527632742,-0.228220273,0.5745338789,-0.337648398,0.4106054816,1.2270302128,-0.196319653,-0.712881784,-0.612120581,0.3063298836,-0.70213014,0.1321893661,1.008344864,-0.669339901,2003374
165,30094,3821,1722,5336,2685,1054,3736,1,0.3825807893,0,0,0,0,0,-0.449840869,-0.227624744,0.5745338789,-0.337648398,0.4106054816,1.2246818126,-0.196062138,-0.713799636,-0.612124084,0.306030515,-0.763943197,0.1425703483,1.0046878943,-0.668393518,1968812
166,8433,5199,1763,9817,2888,1381,6472,0,0.3804063726,0,0,0,0.9746568981,0,-0.218336011,-0.227526709,0.5750088936,-0.337648398,0.4104609666,1.2085525339,-0.196062138,-0.713767265,-0.612133146,0.3399270751,-0.905323425,0.1511640183,0.9345771182,-0.742425273,1917450
167,8095,5293,2060,10042,2651,1295,6999,0,0,0.0053918793,0,0,0.9748429202,0,-0.218185278,-0.227284075,0.5675515424,-0.337648398,0.4106054816,1.209632879,-0.196062138,-0.713773616,-0.612124047,0.3399547022,-0.909052362,0.1544600876,0.9214890477,-0.7521906,2406463
168,6355,4043,2224,7787,1956,607,5396,0,0.3588765147,1,0,0,0,0,-0.218777045,-0.227603059,0.5275921281,-0.337914876,0.4106054816,1.2279329422,-0.196062138,-0.711534451,-0.612126232,0.3231021509,-0.947439707,0.1544657924,0.9039460469,-0.752072856,1772688
169,21779,3665,2706,28588,2299,934,3013,0.5599723694,0.3588765147,1,0.5748995564,0,0.0078121278,0,-0.435882843,-0.227580436,0.5276860489,-0.527632742,0.4106054816,1.2178024859,-0.197109335,-0.700713718,-0.612126225,0.2316387396,-0.947438827,0.1553140833,0.9203108959,-0.751938395,1990984
170,21412,3842,2691,6730,2456,1273,4166,0.5599723694,0.0038809994,1,0,0,1,0,-0.435882843,-0.232424492,0.5275921281,-0.337648398,0.4104609666,1.1672211972,-0.191902828,-0.699183214,-0.676899817,0.2282123626,-0.947439036,0.1556880891,0.9201566369,-0.753093739,1974978
